pari_name,section,er2_name,status,note,summary
znconreyconductor,5,znconreyconductor,namespace,,"let G be znstar(q,1) and chi be a Dirichlet character on (Z/qZ)* given by its Conrey logarithm"
znconreyexp,5,znconreyexp,namespace,,"Conrey exponential attached to G = znstar(q, 1)"
znconreylog,5,znconreylog,namespace,,"Conrey logarithm attached to m in (Z/qZ)*, where G is znstar(q,1)"
zncoppersmith,5,zncoppersmith,namespace,,"finds all integers x with |x| <= X such that gcd(N, P(x)) >= B"
znlog,5,znlog,prelude,,return the discrete logarithm of x in (Z/nZ)* in base g
znorder,5,znorder,prelude,,order of the integermod x in (Z/nZ)*
znprimroot,5,znprimroot,prelude,,returns a primitive root of n when it exists
znstar,5,znstar,namespace,,"3-component vector v = [no,cyc,gen], giving the structure of the abelian group (Z/nZ)^*; no is the order (i.e"
znsubgroupgenerators,5,znsubgroupgenerators,namespace,,finds generators of the subgroup H of (Z/fZ)^*; H is given by a vector of length f of 1/0 values: the a-th component is …
bezoutres,6,bezoutres,namespace,,deprecated alias for polresultantext
deriv,6,deriv,namespace,ER2 `diff` dispatches to SymPy,"derivative of x with respect to v, or to the main variable of x if v is omitted"
derivn,6,derivn,namespace,,"n-th derivative of x with respect to v, or to the main variable of x if v is omitted"
diffop,6,diffop,namespace,,"apply the differential operator D to x, where D is defined by D(v[i])=d[i], where v is a vector of variable names"
eval,6,eval,namespace,Python builtin: never shadowed in the prelude,"evaluation of x, replacing variables by their value"
factorpadic,6,factorpadic,namespace,,p-adic factorization of the polynomial pol to precision r
fft,6,fft,namespace,,"given w from rootsof1, return the discrete Fourier transform of P"
fftinv,6,fftinv,namespace,,"given w from rootsof1, return the inverse Fourier transform of P"
intformal,6,intformal,namespace,,"formal integration of x with respect to v, or to the main variable of x if v is omitted"
O,6,o,namespace,renamed for PEP 8,p-adic or power series zero with precision given by e
padicappr,6,padicappr,namespace,,p-adic roots of the polynomial pol congruent to a mod p
padicfields,6,padicfields,namespace,,returns polynomials generating all the extensions of degree N of the field of p-adic rational numbers; N is allowed to b…
polchebyshev,6,polchebyshev,namespace,,"Chebyshev polynomial of the first (flag = 1) or second (flag = 2) kind, of degree n, evaluated at a"
polclass,6,polclass,namespace,,return a polynomial generating the Hilbert class field of Q(sqrt(D)) for the discriminant D<0
polcoef,6,polcoef,namespace,,coefficient of degree n of x
polcoeff,6,polcoeff,namespace,,deprecated alias for polcoef
polcyclo,6,polcyclo,namespace,,n-th cyclotomic polynomial evaluated at a
polcyclofactors,6,polcyclofactors,namespace,,"returns a vector of polynomials, whose product is the product of distinct cyclotomic polynomials dividing f"
poldegree,6,poldegree,namespace,,"degree of the polynomial or rational function x with respect to main variable if v is omitted, with respect to v otherwi…"
poldisc,6,poldisc,namespace,,"discriminant of the polynomial pol, with respect to main variable if v is omitted, with respect to v otherwise"
poldiscfactors,6,poldiscfactors,namespace,,"[D, faD], where D = discriminant of the polynomial T, and faD is a cheap partial factorization of D (entries are coprime…"
poldiscreduced,6,poldiscreduced,namespace,,"vector of elementary divisors of Z[a]/f'(a)Z[a], where a is a root of the polynomial f"
polfromroots,6,polfromroots,namespace,,returns the monic polynomial in variable v whose roots are the components of the vector a with multiplicities
polgraeffe,6,polgraeffe,namespace,,"returns the Graeffe transform g of f, such that g(x^2) = f(x)f(-x)"
polhensellift,6,polhensellift,namespace,,lift the factorization B of A modulo p to a factorization modulo p^e using Hensel lift
polhermite,6,polhermite,namespace,,"Hermite polynomial H(n,v) of degree n, evaluated at a"
polinterpolate,6,polinterpolate,namespace,,"polynomial interpolation at t according to data vectors X, Y, i.e., given P of minimal degree such that P(X[i]) = Y[i] f…"
polisclass,6,polisclass,namespace,,"P being a monic irreducible polynomial with integer coefficients, return 0 if P is not a class polynomial for the j-inva…"
poliscyclo,6,poliscyclo,namespace,,"returns 0 if f is not a cyclotomic polynomial, and n > 0 if f = Phi_n, the n-th cyclotomic polynomial"
poliscycloprod,6,poliscycloprod,namespace,,"returns 1 if f is a product of cyclotomic polynonials, and 0 otherwise"
polisirreducible,6,polisirreducible,namespace,,"true(1) if pol is an irreducible nonconstant polynomial, false(0) if pol is reducible or constant"
pollaguerre,6,pollaguerre,namespace,,Laguerre polynomial of degree n and parameter a evaluated at b
pollead,6,pollead,namespace,,"leading coefficient of polynomial or series x, or x itself if x is a scalar"
pollegendre,6,pollegendre,namespace,,legendre polynomial of degree n evaluated at a
polmodular,6,polmodular,namespace,,return the modular polynomial of level L and invariant inv
polrecip,6,polrecip,namespace,,reciprocal polynomial of pol
polresultant,6,polresultant,namespace,,"resultant of the polynomials x and y, with respect to the main variables of x and y if v is omitted, with respect to the…"
polresultantext,6,polresultantext,namespace,,"return [U,V,R] such that R=polresultant(A,B,v) and U*A+V*B = R, where A and B are polynomials"
polroots,6,polroots,namespace,,"complex roots of the polynomial T using Schonhage's method, as modified by Gourdon"
polrootsbound,6,polrootsbound,namespace,,return a sharp upper bound for the modulus of the largest complex root of the polynomial T with relative error tau
polrootsff,6,polrootsff,namespace,,"obsolete, use polrootsmod"
polrootsmod,6,polrootsmod,namespace,,roots of the polynomial f over the finite field defined by the domain D
polrootspadic,6,polrootspadic,namespace,,p-adic roots of the polynomial f to precision r
polrootsreal,6,polrootsreal,namespace,,"real roots of the polynomial T with real coefficients, using Uspensky's method"
polsturm,6,polsturm,namespace,,"number of distinct real roots of the polynomial T (in the interval ab = [a,b] if present)"
polsubcyclo,6,polsubcyclo,namespace,,finds an equation (in variable v) for the d-th degree subfields of Q(zeta_n)
polsubcyclofast,6,polsubcyclofast,namespace,,"If 1 <= d <= 6 or a prime, finds an equation for the subfields of Q(zeta_n) with galois group C_d"
polsylvestermatrix,6,polsylvestermatrix,namespace,,forms the sylvester matrix attached to the two polynomials x and y
polsym,6,polsym,namespace,,column vector of symmetric powers of the roots of x up to n
poltchebi,6,poltchebi,namespace,,deprecated alias for polchebyshev
polteichmuller,6,polteichmuller,namespace,,return the polynomial whose roots (resp
poltomonic,6,poltomonic,namespace,,T in Q[x]; returns U monic in Z[x] such that U(x) = C T(x/L) for some rational C and L
polzagier,6,polzagier,namespace,,"Zagier's polynomials of index n,m"
seralgdep,6,seralgdep,namespace,,"find a linear relation between powers (1,s, ..., s^p) of the series s, with polynomial coefficients of degree <= r"
serconvol,6,serconvol,namespace,,convolution (or Hadamard product) of two power series
serdiffdep,6,serdiffdep,namespace,,"find an inhomogenous linear differential equation satisfied by the series s, with polynomial coefficients of degree <= r"
serlaplace,6,serlaplace,namespace,,replaces the power series sum of a_n*x^n/n! by sum of a_n*x^n
serreverse,6,serreverse,namespace,,reversion of the power series s
subst,6,subst,namespace,,"in expression x, replace the variable y by the expression z"
substpol,6,substpol,namespace,,"in expression x, replace the polynomial y by the expression z, using remainder decomposition of x"
substvec,6,substvec,namespace,,"in expression x, make a best effort to replace the variables v1,...,vn by the expression w1,...,wn"
sumformal,6,sumformal,namespace,,"formal sum of f with respect to v, or to the main variable of f if v is omitted"
taylor,6,taylor,namespace,,"taylor expansion of x with respect to t, adding O(t^d) to all components of x"
thue,6,thue,namespace,,"solve the equation P(x,y)=a, where tnf was created with thueinit(P), and sol, if present, contains the solutions of Norm…"
thueinit,6,thueinit,namespace,,"initialize the tnf corresponding to P, that will be used to solve Thue equations P(x,y) = some-integer"
algdep,7,algdep,namespace,,"algebraic relations up to degree k of z, using lindep([1,z,...,z^(k-1)], flag)"
bestapprnf,7,bestapprnf,namespace,,"T being an integral polynomial and V being a scalar, vector, or matrix, return a reasonable approximation of V with polm…"
charpoly,7,charpoly,namespace,,det(v*Id-A)=characteristic polynomial of the matrix or polmod A
concat,7,concat,namespace,,"concatenation of x and y, which can be scalars, vectors or matrices, or lists (in this last case, both x and y have to b…"
dirpowers,7,dirpowers,namespace,,"return the vector [1^x,2^x,...,n^x]"
forqfvec,7,forqfvec,namespace,,"q being a square and symmetric integral matrix representing an positive definite quadratic form, evaluate expr for all p…"
lindep,7,lindep,namespace,,integral linear dependencies between components of v
matadjoint,7,matadjoint,namespace,,adjoint matrix of M using Leverrier-Faddeev's algorithm
matcompanion,7,matcompanion,namespace,,companion matrix to polynomial x
matconcat,7,matconcat,namespace,,concatenate the entries of v and return the resulting matrix
matdet,7,matdet,namespace,,determinant of the matrix x using an appropriate algorithm depending on the coefficients
matdetint,7,matdetint,namespace,,some multiple of the determinant of the lattice generated by the columns of B (0 if not of maximal rank)
matdetmod,7,matdetmod,namespace,,determinant of the matrix x modulo d
matdiagonal,7,matdiagonal,namespace,,creates the diagonal matrix whose diagonal entries are the entries of the vector x
mateigen,7,mateigen,namespace,,complex eigenvectors of the matrix x given as columns of a matrix H
matfrobenius,7,matfrobenius,namespace,,return the Frobenius form of the square matrix M
mathess,7,mathess,namespace,,Hessenberg form of x
mathilbert,7,mathilbert,namespace,,Hilbert matrix of order n
mathnf,7,mathnf,namespace,,"(upper triangular) Hermite normal form of M, basis for the lattice formed by the columns of M"
mathnfmod,7,mathnfmod,namespace,,"(upper triangular) Hermite normal form of x, basis for the lattice formed by the columns of x, where d is a multiple of …"
mathnfmodid,7,mathnfmodid,namespace,,(upper triangular) Hermite normal form of x concatenated with matdiagonal(d)
mathouseholder,7,mathouseholder,namespace,,applies a sequence Q of Householder transforms to the vector or matrix v
matid,7,matid,namespace,,identity matrix of order n
matimage,7,matimage,namespace,,basis of the image of the matrix x
matimagecompl,7,matimagecompl,namespace,,vector of column indices not corresponding to the indices given by the function matimage
matimagemod,7,matimagemod,namespace,,basis of the image of the matrix x modulo d
matindexrank,7,matindexrank,namespace,,gives two extraction vectors (rows and columns) for the matrix M such that the extracted matrix is square of maximal ran…
matintersect,7,matintersect,namespace,,intersection of the vector spaces whose bases are the columns of x and y
matinverseimage,7,matinverseimage,namespace,,"an element of the inverse image of the vector y by the matrix x if one exists, the empty vector otherwise"
matinvmod,7,matinvmod,namespace,,left inverse of the matrix x modulo d
matisdiagonal,7,matisdiagonal,namespace,,"true(1) if x is a diagonal matrix, false(0) otherwise"
matker,7,matker,namespace,,basis of the kernel of the matrix x
matkerint,7,matkerint,namespace,,"LLL-reduced Z-basis of the kernel of the matrix x with integral entries; flag is deprecated, kept for backward compatibi…"
matkermod,7,matkermod,namespace,,basis of the kernel of the matrix x modulo d
matmuldiagonal,7,matmuldiagonal,namespace,,"product of matrix x by diagonal matrix whose diagonal coefficients are those of the vector d, equivalent but faster than…"
matmultodiagonal,7,matmultodiagonal,namespace,,"product of matrices x and y, knowing that the result will be a diagonal matrix"
matpascal,7,matpascal,namespace,,Pascal triangle of order n if q is omitted
matpermanent,7,matpermanent,namespace,,permanent of the matrix x
matqr,7,matqr,namespace,,"returns [Q,R], the QR-decomposition of the square invertible matrix M"
matrank,7,matrank,namespace,,rank of the matrix x
matreduce,7,matreduce,namespace,,reduce the factorization matrix m to canonical form (sorted first row with unique elements) matrix
matrix,7,matrix,namespace,,"m x n matrix of expression expr, where the row variable X goes from 1 to m and the column variable Y goes from 1 to n"
matrixqz,7,matrixqz,namespace,,"if p>=0, transforms the rational or integral mxn (m>=n) matrix A into an integral matrix with gcd of maximal determinant…"
matsize,7,matsize,namespace,,number of rows and columns of the vector/matrix x as a 2-vector
matsnf,7,matsnf,namespace,,Smith normal form (i.e
matsolve,7,matsolve,namespace,,"solution of MX=B (M matrix, B column vector or matrix)"
matsolvemod,7,matsolvemod,namespace,,"one solution of system of congruences MX=B mod D (M matrix, B and D column vectors)"
matsupplement,7,matsupplement,namespace,,supplement the columns of the matrix x to an invertible matrix
mattranspose,7,mattranspose,namespace,,x~ = transpose of x
minpoly,7,minpoly,namespace,,minimal polynomial of the matrix or polmod A
norml2,7,norml2,namespace,,square of the L2-norm of x
normlp,7,normlp,namespace,,Lp-norm of x; sup norm if p is omitted
powers,7,powers,namespace,,"return the vector [1,x,...,x^n] if x0 is omitted, and [x0, x0*x, ..., x0*x^n] otherwise"
qfauto,7,qfauto,namespace,,automorphism group of the positive definite quadratic form G
qfautoexport,7,qfautoexport,namespace,,"qfa being an automorphism group as output by qfauto, output a string representing the underlying matrix group in GAP not…"
qfbil,7,qfbil,namespace,,"this function is obsolete, use qfeval"
qfcholesky,7,qfcholesky,namespace,,"given a square symmetric matrix M, return R such that R~*R = M, or [] if there is no solution"
qfcvp,7,qfcvp,namespace,,"x being a square and symmetric matrix representing a positive definite quadratic form, and t a vector of the same dimens…"
qfeval,7,qfeval,namespace,,"evaluate the quadratic form q (symmetric matrix) at x; if y is present, evaluate the polar form at (x,y); if q omitted, …"
qfgaussred,7,qfgaussred,namespace,,square reduction of the symmetric matrix q
qfisom,7,qfisom,namespace,,find an isomorphism between the integral positive definite quadratic forms G and H if it exists
qfisominit,7,qfisominit,namespace,,"G being a square and symmetric matrix representing an integral positive definite quadratic form, this function returns a…"
qfjacobi,7,qfjacobi,namespace,,eigenvalues and orthogonal matrix of eigenvectors of the real symmetric matrix A
qflll,7,qflll,namespace,,LLL reduction of the vectors forming the matrix x (gives the unimodular transformation matrix T such that x*T is LLL-red…
qflllgram,7,qflllgram,namespace,,LLL reduction of the lattice whose gram matrix is G (gives the unimodular transformation matrix)
qfminim,7,qfminim,namespace,,"x being a square and symmetric matrix representing a positive definite quadratic form, this function deals with the vect…"
qfminimize,7,qfminimize,namespace,,"given a square symmetric matrix G with rational coefficients and non-zero determinant, of dimension n >= 1, return [H,U,…"
qfnorm,7,qfnorm,namespace,,"this function is obsolete, use qfeval"
qforbits,7,qforbits,namespace,,"return the orbits of V under the action of the group of linear transformation generated by the set G, which must stabili…"
qfparam,7,qfparam,namespace,,"coefficients of binary quadratic forms that parametrize the solutions of the ternary quadratic form G, using the particu…"
qfperfection,7,qfperfection,namespace,,rank of matrix of xx~ for x minimal vectors of a Gram matrix G
qfrep,7,qfrep,namespace,,vector of (half) the number of vectors of norms from 1 to B for the integral and definite quadratic form q
qfsign,7,qfsign,namespace,,signature of the symmetric matrix x
qfsolve,7,qfsolve,namespace,,"solve over Q the quadratic equation X~ G X = 0, where G is a symmetric matrix"
setbinop,7,setbinop,namespace,,"the set {f(x,y), x in X, y in Y}"
setdelta,7,setdelta,namespace,,symmetric difference of the sets x and y
setintersect,7,setintersect,namespace,,intersection of the sets x and y
setisset,7,setisset,namespace,,"true(1) if x is a set (row vector with strictly increasing entries), false(0) if not"
setminus,7,setminus,namespace,,set of elements of x not belonging to y
setsearch,7,setsearch,namespace,,determines whether x belongs to the set (or sorted list) S
setunion,7,setunion,namespace,,union of the sets x and y
snfrank,7,snfrank,namespace,,assuming that D is a Smith normal form (i.e
trace,7,trace,namespace,,trace of x
vecextract,7,vecextract,namespace,,extraction of the components of the matrix or vector x according to y and z
vecprod,7,vecprod,namespace,,return the product of the components of the vector v
vecsearch,7,vecsearch,namespace,,determines whether x belongs to the sorted vector v
vecsort,7,vecsort,namespace,,"sorts the vector x in ascending order, according to the comparison function cmpf, if not omitted"
vecsum,7,vecsum,namespace,,return the sum of the components of the vector v
vector,7,vector,namespace,,row vector with n components of expression expr (X ranges from 1 to n)
vectorsmall,7,vectorsmall,namespace,,VECSMALL with n components of expression expr (X ranges from 1 to n) which must be small integers
vectorv,7,vectorv,namespace,,column vector with n components of expression expr (X ranges from 1 to n)
abs,8,abs,namespace,Python builtin: never shadowed in the prelude,absolute value (or modulus) of x
acos,8,acos,namespace,,arc cosine of x
acosh,8,acosh,namespace,,inverse hyperbolic cosine of x
agm,8,agm,namespace,,arithmetic-geometric mean of x and y
airy,8,airy,namespace,,"Airy [Ai,Bi] function of argument z"
arg,8,arg,namespace,,"argument of x, such that -pi<arg(x)<=pi"
asin,8,asin,namespace,,arc sine of x
asinh,8,asinh,namespace,,inverse hyperbolic sine of x
atan,8,atan,namespace,,arc tangent of x
atanh,8,atanh,namespace,,inverse hyperbolic tangent of x
besselh1,8,besselh1,namespace,,H^1-bessel function of index nu and argument x
besselh2,8,besselh2,namespace,,H^2-bessel function of index nu and argument x
besseli,8,besseli,namespace,,I-bessel function of index nu and argument x
besselj,8,besselj,namespace,,J-bessel function of index nu and argument x
besseljh,8,besseljh,namespace,,"J-bessel function of index n+1/2 and argument x, where n is a nonnegative integer"
besseljzero,8,besseljzero,namespace,,k-th zero of the J-bessel function of index nu
besselk,8,besselk,namespace,,K-bessel function of index nu and argument x
besseln,8,besseln,namespace,,deprecated alias for bessely
bessely,8,bessely,namespace,,Y-bessel function of index nu and argument x
besselyzero,8,besselyzero,namespace,,k-th zero of the Y-bessel function of index nu
Catalan,8,catalan,namespace,constant; SymPy name,Catalan's number with current precision
cos,8,cos,namespace,,cosine of x
cosh,8,cosh,namespace,,hyperbolic cosine of x
cotan,8,cotan,namespace,,cotangent of x
cotanh,8,cotanh,namespace,,hyperbolic cotangent of x
dilog,8,dilog,namespace,,dilogarithm of x
eint1,8,eint1,namespace,,exponential integral E1(x)
ellE,8,ell_e,namespace,renamed for PEP 8,Complete elliptic integral of the second kind for the complex parameter k using the agm
ellK,8,ell_k,namespace,renamed for PEP 8,Complete elliptic integral of the first kind for the complex parameter k using the agm
erfc,8,erfc,namespace,,complementary error function
eta,8,eta,namespace,,"if flag=0, returns prod(n=1,oo, 1-q^n), where q = exp(2 i Pi z) if z is a complex scalar (belonging to the upper half pl…"
Euler,8,euler_gamma,namespace,constant; SymPy name,Euler's constant with current precision
exp,8,exp,namespace,,exponential of x
expm1,8,expm1,namespace,,exp(x)-1
gamma,8,gamma,namespace,,"gamma function at s, a complex or p-adic number, or a series"
gammah,8,gammah,namespace,,gamma of x+1/2 (x integer)
gammamellininv,8,gammamellininv,namespace,,"returns G(t), where G is as output by gammamellininvinit (its m-th derivative if m is present)"
gammamellininvasymp,8,gammamellininvasymp,namespace,,return the first n terms of the asymptotic expansion at infinity of the m-th derivative K^m(t) of the inverse Mellin tra…
gammamellininvinit,8,gammamellininvinit,namespace,,initialize data for the computation by gammamellininv() of the m-th derivative of the inverse Mellin transform of the fu…
hypergeom,8,hypergeom,namespace,,"general hypergeometric function, where N and D are the vector of parameters in the numerator and denominator respectivel…"
hyperu,8,hyperu,namespace,,U-confluent hypergeometric function
I,8,I,namespace,constant; SymPy name,square root of -1
incgam,8,incgam,namespace,,incomplete gamma function
incgamc,8,incgamc,namespace,,complementary incomplete gamma function
lambertw,8,lambertw,namespace,,solution of the implicit equation x*exp(x)=y
lerchphi,8,lerchphi,namespace,,Lerch transcendent equal to sum for n >= 0 of z^n / (n+a)^s for reasonable values of the arguments
lerchzeta,8,lerchzeta,namespace,,Lerch zeta function equal to sum for n >= 0 of e^(2 pi i lam n) / (n+a)^s for reasonable values of the arguments
lngamma,8,lngamma,namespace,,logarithm of the gamma function of x
log,8,log,namespace,,natural logarithm of x
log1p,8,log1p,namespace,,log(1+x)
Pi,8,pi,namespace,constant; lowercase like SymPy,"the constant pi, with current precision"
polylog,8,polylog,namespace,,m-th polylogarithm of x
polylogmult,8,polylogmult,namespace,,"multiple polylogarithm value at integral s = [s1,...,sr] with argument z = [z1,...,zr]"
psi,8,digamma,conflict,PARI psi = digamma; draft psi (D5),psi-function at x (der-th derivative of psi if der is set)
rootsof1,8,rootsof1,namespace,,column vector of complex N-th roots of 1
sin,8,sin,namespace,,sine of x
sinc,8,sinc,namespace,,sinc function of x
sinh,8,sinh,namespace,,hyperbolic sine of x
sqr,8,sqr,namespace,,square of x
sqrt,8,sqrt,namespace,,square root of x
sqrtn,8,sqrtn,namespace,,"nth-root of x, n must be integer"
tan,8,tan,namespace,,tangent of x
tanh,8,tanh,namespace,,hyperbolic tangent of x
teichmuller,8,teichmuller,namespace,,Teichmuller character of p-adic number x
theta,8,theta,namespace,,Jacobi sine theta-function
thetanullk,8,thetanullk,namespace,,"k-th derivative at z=0 of theta(q,z)"
weber,8,weber,namespace,,one of Weber's f function of x
zeta,8,zeta,namespace,,Riemann zeta function at s with s a complex or a p-adic number
zetahurwitz,8,zetahurwitz,namespace,,"Hurwitz zeta function at s, x, with s not 1 and x not a negative or zero integer"
zetamult,8,zetamult,namespace,,"multiple zeta value at integral s = [s1,...,sk]; more generally, return Yamamoto's t-MZV interpolation (star value for t…"
zetamultall,8,zetamultall,namespace,,list of all multiple zeta values for weight up to k
zetamultconvert,8,zetamultconvert,namespace,,"a being either an evec, avec, or index m, converts into evec (flag=0), avec (flag=1), or index m (flag=2)"
zetamultdual,8,zetamultdual,namespace,,"s being either an evec, avec, or index m, return the dual sequence in avec format"
asympnum,9,asympnum,namespace,,asymptotic expansion of expr assuming it has rational coefficients with reasonable height; alpha is as in limitnum
asympnumraw,9,asympnumraw,namespace,,N+1 first terms of asymptotic expansion of expr as floating point numbers; alpha is as in limitnum
contfraceval,9,contfraceval,namespace,,"given a continued fraction CF from contfracinit, evaluate the first lim terms of the continued fraction at t (all terms …"
contfracinit,9,contfracinit,namespace,,"given M representing the power series S = sum_{n>=0} M[n+1]z^n, transform it into a continued fraction suitable for eval…"
derivnum,9,derivnum,namespace,,numerical derivation of expr with respect to X at X = a
intcirc,9,intcirc,namespace,,"numerical integration of expr on the circle |z-a|=R, divided by 2*I*Pi"
intfuncinit,9,intfuncinit,namespace,,initialize tables for integrations from a to b using a weight f(t)
intnum,9,intnum,namespace,,numerical integration of expr from a to b with respect to X
intnumgauss,9,intnumgauss,namespace,,"numerical integration of expr from a to b, a compact interval, with respect to X using Gauss-Legendre quadrature"
intnumgaussinit,9,intnumgaussinit,namespace,,initialize tables for n-point Gauss-Legendre integration on a compact interval
intnuminit,9,intnuminit,namespace,,initialize tables for integrations from a to b
intnumosc,9,intnumosc,namespace,,numerical integration from a to oo of oscillating quasi-periodic function expr of half-period H
intnumromb,9,intnumromb,namespace,,"numerical integration of expr (smooth in ]a,b[) from a to b with respect to X"
laurentseries,9,laurentseries,namespace,,expand f around 0 as a Laurent series in x to order M
limitnum,9,limitnum,namespace,,numerical limit of sequence expr using Lagrange-Zagier extrapolation; assume u(n) ~ sum a_i n^(-alpha*i)
prod,9,prod,namespace,,x times the product (X runs from a to b) of expression
prodeuler,9,prodeuler,namespace,,"Euler product (p runs over the primes between a and b) of real or complex expression, as a floating point approximation"
prodeulerrat,9,prodeulerrat,namespace,,"product from primes p = a to infinity of F(p^s), where F is a rational function"
prodinf,9,prodinf,namespace,,infinite product (X goes from a to infinity) of real or complex expression
prodnumrat,9,prodnumrat,namespace,,"product from n = a to infinity of F(n), where F-1 is a rational function of degree less than or equal to -2"
solve,9,solve,namespace,,"real root of expression expr (X between a and b), where either a or b is infinite or expr(a)*expr(b)<=0"
solvestep,9,solvestep,namespace,,"find zeros of a function in the real interval [a,b] by naive interval splitting"
sum,9,sum,namespace,Python builtin: never shadowed in the prelude,x plus the sum (X goes from a to b) of expression expr
sumalt,9,sumalt,namespace,,"Cohen-Villegas-Zagier's acceleration of alternating series expr, X starting at a"
sumdiv,9,sumdiv,namespace,,"sum of expression expr, X running over the divisors of n"
sumdivmult,9,sumdivmult,namespace,,"sum of multiplicative function expr, d running over the divisors of n"
sumeulerrat,9,sumeulerrat,namespace,,"sum from primes p = a to infinity of F(p^s), where F is a rational function"
suminf,9,suminf,namespace,,naive summation (X goes from a to infinity) of real or complex expression expr
sumnum,9,sumnum,namespace,,numerical summation of f(n) from n = a to +infinity using Euler-MacLaurin summation
sumnumap,9,sumnumap,namespace,,numerical summation of f(n) from n = a to +infinity using Abel-Plana formula
sumnumapinit,9,sumnumapinit,namespace,,initialize tables for Abel-Plana summation of a series
sumnuminit,9,sumnuminit,namespace,,initialize tables for Euler-MacLaurin delta summation of a series with positive terms
sumnumlagrange,9,sumnumlagrange,namespace,,numerical summation of f(n) from n = a to +infinity using Lagrange summation
sumnumlagrangeinit,9,sumnumlagrangeinit,namespace,,initialize tables for Lagrange summation of a series
sumnummonien,9,sumnummonien,namespace,,numerical summation from n = a to +infinity using Monien summation
sumnummonieninit,9,sumnummonieninit,namespace,,initialize tables for Monien summation of a series with positive terms
sumnumrat,9,sumnumrat,namespace,,"sum from n = a to infinity of F(n), where F is a rational function of degree less than or equal to -2"
sumnumsidi,9,sumnumsidi,namespace,,numerical summation of f(n) from n = a to +infinity using Sidi summation; a must be an integer
sumpos,9,sumpos,namespace,,"sum of positive (or negative) series expr, the formal variable X starting at a"
bnfcertify,10,bnfcertify,namespace,,certify the correctness (i.e
bnfdecodemodule,10,bnfdecodemodule,namespace,,"given a coded module m as in bnrdisclist, gives the true module"
bnfinit,10,bnfinit,namespace,,"compute the necessary data for future use in ideal and unit group computations, including fundamental units if they are …"
bnfisintnorm,10,bnfisintnorm,namespace,,"compute a complete system of solutions (modulo units of positive norm) of the absolute norm equation N(a)=x, where a bel…"
bnfisnorm,10,bnfisnorm,namespace,,tries to tell whether x (in Q) is the norm of some fractional y (in bnf)
bnfisprincipal,10,bnfisprincipal,namespace,,"bnf being output by bnfinit, gives [e,t], where e is the vector of exponents on the class group generators and t is the …"
bnfissunit,10,bnfissunit,namespace,,"this function is obsolete, use bnfisunit"
bnfisunit,10,bnfisunit,namespace,,"bnf being output by bnfinit, give the column vector of exponents of x on the fundamental units and the roots of unity if…"
bnflog,10,bnflog,namespace,,let bnf be attached to a number field F and let l be a prime number
bnflogdegree,10,bnflogdegree,namespace,,"let A be an ideal, return exp(deg_F A) the exponential of the l-adic logarithmic degree"
bnflogef,10,bnflogef,namespace,,"return [e~, f~] the logarithmic ramification and residue degrees for the maximal ideal pr"
bnfnarrow,10,bnfnarrow,namespace,,"given a big number field as output by bnfinit, gives as a 3-component vector the structure of the narrow class group"
bnfsignunit,10,bnfsignunit,namespace,,matrix of signs of the real embeddings of the system of fundamental units found by bnfinit
bnfsunit,10,bnfsunit,namespace,,"compute the fundamental S-units of the number field bnf output by bnfinit, S being a list of prime ideals"
bnfunits,10,bnfunits,namespace,,"return the fundamental units of the number field bnf output by bnfinit; if S is present and is a list of prime ideals, c…"
bnrchar,10,bnrchar,namespace,,"returns all characters chi on G such that chi(g[i]) = e(v[i]); if v is omitted, returns all characters that are trivial …"
bnrclassfield,10,bnrclassfield,namespace,,"bnr being as output by bnrinit, find a relative equation for the class field corresponding to the congruence subgroup de…"
bnrclassno,10,bnrclassno,namespace,,"relative degree of the class field defined by A,B,C"
bnrclassnolist,10,bnrclassnolist,namespace,,"if list is as output by ideallist or similar, gives list of corresponding ray class numbers"
bnrcompositum,10,bnrcompositum,namespace,,"compositum [bnr,H] of the two abelian extensions given by A = [bnr1,H1] and B = [bnr2,H2], where bnr1 and bnr2 are attac…"
bnrconductor,10,bnrconductor,namespace,,"conductor f of the subfield of the ray class field given by A,B,C"
bnrconductorofchar,10,bnrconductorofchar,namespace,,"this function is obsolete, use bnrconductor"
bnrdisc,10,bnrdisc,namespace,,"absolute or relative [N,R1,discf] of the field defined by A,B,C"
bnrdisclist,10,bnrdisclist,namespace,,list of discriminants of ray class fields of all conductors up to norm bound
bnrgaloisapply,10,bnrgaloisapply,namespace,,apply the automorphism given by its matrix mat to the congruence subgroup H given as a HNF matrix
bnrgaloismatrix,10,bnrgaloismatrix,namespace,,return the matrix of the action of the automorphism aut of the base field bnf.nf on the generators of the ray class fiel…
bnrinit,10,bnrinit,namespace,,"given a bnf as output by bnfinit and a modulus f, initializes data linked to the ray class group structure corresponding…"
bnrisconductor,10,bnrisconductor,namespace,,"returns 1 if the modulus is the conductor of the subfield of the ray class field given by A,B,C (see bnrdisc), and 0 oth…"
bnrisgalois,10,bnrisgalois,namespace,,check whether the class field attached to the subgroup H is Galois over the subfield of bnr.nf fixed by the Galois group…
bnrisprincipal,10,bnrisprincipal,namespace,,"bnr being output by bnrinit and x being an ideal coprime to bnr.mod, returns [v,alpha], where v is the vector of exponen…"
bnrL1,10,bnr_l1,namespace,renamed for PEP 8,bnr being output by bnrinit and H being a square matrix defining a congruence subgroup of bnr (the trivial subgroup if o…
